"","article_id","newspaper_name","edition","date","page","headline","byline","article","cleaned_article","matches","__index_level_0__","sn","date1","year","state","newspaper","oclc","issn","count_matches"
"1","1_1861-01-05_p2_sn84026881_00279557220_1861010501_0007","The Nevada Democrat.","01","1861-01-05","p2","","","BRCAPE OF PROP. MTCHEIL.-A travelling
correspondent says that, on his way through
Southern Mississippi by coach, be saw the
dead bodies Of two men suspended by the
neck from trees by the roadside. In an
swer to the inquiry, ""FOr what were these
men hung?"" be was told, Because they
were id AbolitiOuists ~ He also relates
the escape of Prot. Mitchell, the well known
astronomer of Cincinnati. He was on the
cars going South, and when near Jackson,
Mississippi, man somewhat in6amed with
liquor. but more with pro-slavery hate, en-
tered into conversation with him on politi-
cal subjects. The Professor was cautious
and reserved bul venturing TO say that he
thought Lincoln was conservative man
and would not do injustice 10 the South, his
2ro-slavery friend was greatly incensed,
and when the train halted at Jackson,
jumped to the platform aud shouted to the
crowd about the station There's a id
Abolitionist on the train Lynch him
Lynch himW Instantly at least fifty men
jumped on and commenced search for the
offensive specimen OF Northern opinion
but before the Professor could be pointed
out, the conductor, seeing the danger, pull
ed bis bell.rope and the cars moved off, and
with them the Professor, with whole skin.","brcapeofpropmtcheilatravellingcorrespondentsaysthatonhiswaythroughsouthernmississippibycoachbesawthedeadbodiesoftwomensuspendedbytheneckfromtreesbytheroadsideinanswertotheinquiryforwhatwerethesemenhungbewastoldbecausetheywereidabolitiouistshealsorelatestheescapeofprotmitchellthewellknownastronomerofcincinnatihewasonthecarsgoingsouthandwhennearjacksonmississippimansomewhatinamedwithliquorbutmorewithproslaveryhateenteredintoconversationwithhimonpoliticalsubjectstheprofessorwascautiousandreservedbulventuringtosaythathethoughtlincolnwasconservativemanandwouldnotdoinjusticethesouthhisroslaveryfriendwasgreatlyincensedandwhenthetrainhaltedatjacksonjumpedtotheplatformaudshoutedtothecrowdaboutthestationtheresaidabolitionistonthetrainlynchhimlynchhimwinstantlyatleastfiftymenjumpedonandcommencedsearchfortheoffensivespecimenofnorthernopinionbutbeforetheprofessorcouldbepointedouttheconductorseeingthedangerpulledbisbellropeandthecarsmovedoffandwiththemtheprofessorwithwholeskin",<chr>,1060,"sn84026881",1861-01-05,1861,"California","The Nevada Democrat. [volume] (Nevada, Calif.) 1854-1863","10791545","2693-3152",2
"2","18_1861-04-05_p2_sn84038814_00279557219_1861040501_0191","Daily national Democrat.","01","1861-04-05","p2","lsis
IncTeduIOus.","","
wherein he says, after prasing the fresh and
iuvigorating atmosphere of California that
it is of such crystal clearness that the out
lines of mountains thirty to fifty miles dis
tant are as sharply defined as by the finest
cutting instrument, and every shade of color
Is distinctly visible. What would these skep-
tics think, if informed that certain peaks OF
I the mountain ranges can be seen for two hun
dred miles quite clearly, in all their outlines


As an evidence of exaggerated statement,
one of the journals quotes from the report Of
the State Fair of California, for 1865, in
which were exhibited among other prodigies
a beet weighing 73 pounds carrot weigh
ing 10 pounds, and feet inches in length :;
""A corn stalk measuring 81 feet and inches
in height, and an apple measuring l59 inches
each way. Now, we all know here that
each one Of these prodigies has been exceed
ed in dimensions in this State. The Eu-
ropean and English journals, however, set
these statements down ""to that Cyclopean
grandeur Of description in which American
fancy is apt TO indulge


The English papers do not acknowledge
that California is as rich in her gold products
as Australia How far the improvements in
quartz crushing DC. may tend to counteract
the decrease in the available surface deposits
they don't know. Well, the improvements
in quartz crushing, the shaltng, the tunnel
ing and the hydralcug have placed Cnlifor-
MIA 1--WE can tell those papers, far ahead OF
Australia and the business men Of the word
know it.


These journals furthermore say that Cali
fornia is not progressing as has been repre-
scnted.


""Do what she will she cannot attract i'm
migration to her shores, now that the gold
fever has for the present passed away. She
does not afford a field of labor attractive to
the civilized and orderly portion Of mankind.
The first check to her astonishing career was
given in 1851, when the discovery of gold in
Australia carried off at once n considerable
part of her restless mining population. Many
of them no doubt returned, disheartened by
their i'll success in n region where, though
the deposits are some"" hat richer than In
California, the labor of extraction is said to
be somcW hat greater; others, as our Annal
lists haze the audaciy TO declare, 'disgusted
with the moral contamination of working be-
side the convicts of Van DiAmen's Land and
New South Wales Still the drain westward
on the whole continued. ana has constituted
ever since n serious drawback California,
AT the close of 1858, contained about 35o,-
GOO inhabitants, of whom about one-hith
were females. In the last three Yeas, ac-
cording to Mr.. Seyd, she has received scarce
ly any addition to her population.' The
stream of emigration seems, for the present,
to have been elfectually diverted across the
Pacific. Seyd's book is written expressly for
the purpose of restoring it to his own state
and in a region where, as he tells us, Many
a maid-oi-all- work, or scullery- maid, re-
ceiVes as high a salary as Judge in Germa
ny many negro gets as much as major
or colonel in the Prussian service; and er-
and boys of ten years of age earn more
than double the pay of an European lieu
tenant of the line, this should seem no such
difficult task nevertheless the fact is other.
wise; even to the toughest class of inmi-
grants there are some general wants beyond
those OF mere nature; and they, too, have
a sense that security, order, and civilization
are not objects of entire Indifference. Social
Improvement has, we believed, begun; but
years must elapse before California redecms
her character from the memories OF stuffed
ballot-boxcs, Vigilance Committees and re-
sdectabe citizens pulling at one end of a
rope which was strangling some wretched
being murdered under the hap-hazard YER
diet Of a Lynch jury""


Now, we in California know well enough
what estimate to put upon English and Eu-
ropean prejudice. We know that the days of
Vigilance Com mittees and lynch law have
passed that emigration is steering annually
to our shores that social improvement is
moving on with a steady step; that security,
order, the protection of life and property,
and The general benefits of civilization exist
and are extending.


Notwithstanding all the efforts of the Eng
lish Gov ernment to bring out the resources
of Australia, that country lags behind Cali
fornia in her gold and her agricultural pro-
ducts.","whereinhesaysafterprasingthefreshandiuvigoratingatmosphereofcaliforniathatitisofsuchcrystalclearnessthattheoutlinesofmountainsthirtytofiftymilesdistantareassharplydefinedasbythefinestcuttinginstrumentandeveryshadeofcolorisdistinctlyvisiblewhatwouldtheseskepticsthinkifinformedthatcertainpeaksofithemountainrangescanbeseenfortwohundredmilesquiteclearlyinalltheiroutlinesasanevidenceofexaggeratedstatementoneofthejournalsquotesfromthereportofthestatefairofcaliforniaforinwhichwereexhibitedamongotherprodigiesabeetweighingpoundscarrotweighingpoundsandfeetinchesinlengthacornstalkmeasuringfeetandinchesinheightandanapplemeasuringlincheseachwaynowweallknowherethateachoneoftheseprodigieshasbeenexceededindimensionsinthisstatetheeuropeanandenglishjournalshoweversetthesestatementsdowntothatcyclopeangrandeurofdescriptioninwhichamericanfancyisapttoindulgetheenglishpapersdonotacknowledgethatcaliforniaisasrichinhergoldproductsasaustraliahowfartheimprovementsinquartzcrushingdcmaytendtocounteractthedecreaseintheavailablesurfacedepositstheydontknowwelltheimprovementsinquartzcrushingtheshaltngthetunnelingandthehydralcughaveplacedcnliformiawecantellthosepapersfaraheadofaustraliaandthebusinessmenofthewordknowitthesejournalsfurthermoresaythatcaliforniaisnotprogressingashasbeenreprescnteddowhatshewillshecannotattractimmigrationtohershoresnowthatthegoldfeverhasforthepresentpassedawayshedoesnotaffordafieldoflaborattractivetothecivilizedandorderlyportionofmankindthefirstchecktoherastonishingcareerwasgiveninwhenthediscoveryofgoldinaustraliacarriedoffatoncenconsiderablepartofherrestlessminingpopulationmanyofthemnodoubtreturneddisheartenedbytheirillsuccessinnregionwherethoughthedepositsaresomehatricherthanincaliforniathelaborofextractionissaidtobesomcwhatgreaterothersasourannallistshazetheaudaciytodeclaredisgustedwiththemoralcontaminationofworkingbesidetheconvictsofvandiamenslandandnewsouthwalesstillthedrainwestwardonthewholecontinuedanahasconstitutedeversincenseriousdrawbackcaliforniaatthecloseofcontainedaboutogooinhabitantsofwhomaboutonehithwerefemalesinthelastthreeyeasaccordingtomrseydshehasreceivedscarcelyanyadditiontoherpopulationthestreamofemigrationseemsforthepresenttohavebeenelfectuallydivertedacrossthepacificseydsbookiswrittenexpresslyforthepurposeofrestoringittohisownstateandinaregionwhereashetellsusmanyamaidoiallworkorscullerymaidreceivesashighasalaryasjudgeingermanymanynegrogetsasmuchasmajororcolonelintheprussianserviceanderandboysoftenyearsofageearnmorethandoublethepayofaneuropeanlieutenantofthelinethisshouldseemnosuchdifficulttaskneverthelessthefactisotherwiseeventothetoughestclassofinmigrantstherearesomegeneralwantsbeyondthoseofmerenatureandtheytoohaveasensethatsecurityorderandcivilizationarenotobjectsofentireindifferencesocialimprovementhaswebelievedbegunbutyearsmustelapsebeforecaliforniaredecmshercharacterfromthememoriesofstuffedballotboxcsvigilancecommitteesandresdectabecitizenspullingatoneendofaropewhichwasstranglingsomewretchedbeingmurderedunderthehaphazardyerdietofalynchjurynowweincaliforniaknowwellenoughwhatestimatetoputuponenglishandeuropeanprejudiceweknowthatthedaysofvigilancecommitteesandlynchlawhavepassedthatemigrationissteeringannuallytoourshoresthatsocialimprovementismovingonwithasteadystepthatsecurityordertheprotectionoflifeandpropertyandthegeneralbenefitsofcivilizationexistandareextendingnotwithstandingalltheeffortsoftheenglishgovernmenttobringouttheresourcesofaustraliathatcountrylagsbehindcaliforniainhergoldandheragriculturalproducts",<chr>,1995,"sn84038814",1861-04-05,1861,"California","Daily national Democrat. [volume] (Marysville, Calif.) 1858-1861","11534817","2642-0740",2
"3","24_1861-03-09_p1_sn89051466_0041421244A_1861030901_0453","The daily true Democrat.","01","1861-03-09","p1","Great South hern Route

 THE Memphis and Charleston","","Memphis and Charleston

 EssZ..:iS=;Ea zll:.l.Es sEssllllIH'IEEE

 R a 1lro ad. MYTH ITS EXTENSIVE RAIL W way connections now offers the SHORTEST ROUTE,

 THE MOST EXPEDITIOUS ROUTE,

 THE MOST COMFORTABLE ROUTE,

 AND THE MOST POPULAR ROUTE. Eastern, Atlantic and Northern Cities,

 The Virginia Springs, The Celebrated Medical Waters and Mountains of East Tennessee, Virginia and Georgia

 sB ALI RAIL-@s

 To Louisville and New Orleans. l20 miles distance and hours time saped on the route 10 Neto York and other Northern cities,

 by the recent completioa of the Cut qf

 between Lynchburq and Wash

 ington City, tchieh renders

 Mis indispufabiyMe Shortest and Quickest Route to tho North,

 Two Daily Trians Leave Memphis

 MORNING AND EVENING.

 LEAVES MEMPHIS. EXPRESS .6.30 A. NJ. FAST EXPRESS S..................6.3 .6.30 P. M. JUNCTION ACCOMMODATION.. 400 P. NJ.

 ARRIVES AS FOLLOWS: EXPRESS MALL. 100 P. NJ. FAST EXPRESS. ............... l.00 A. NJ JUNCTION ACCOMMODATION. ..9.l0 A. M. p7 Elegant sleeping cars on night trains lP Railroad time I5 minutes faster than Mem 0| Through Tickets sold to NEW YORK. MONTGOMERY,A f, Ala PHILADELPHIA, AUGUSTA, BALTIMORE, COLUMBIA, s. C., WASHINGTONC CITY, PETERSBURG, NORFOLK, COLUMBUS, Ga., BERSHEBA SPRINGS, HOLLY SPRINGS, VIRGINIA SPRINGS, CINCINNATI, KNOXVILLE, LOUISVILLE, LYNCHBURG, ST. LOUIS, RICHMOND, ATLANTA, CAIRO, MACON, JACKSON, CANTON. NEW ORLEANS. q g57 For Through 7iekets apply at the Company offices, No. 60 Front Row, at the Depot, Memphis; Grand Junction and Huntsville; at the offices ol the New Orleans and Jackson Railroad, New Or. leans, and at all Railroad offices in New York Philadelphia, Baltimore, Washington City, etc. sl Fast Freight Arrangements Tow made to deliver Eastern freight via Charles bn, Savannah and Virginia, and Western freight } East Tennessee, Virginia, Georgia, Alabama hdSouth Carolina, etc, in faster time and at as ,w rates as by any otherroute. Always forwarded lee at Memphis, Charleston and Savannah,by con Ening to ""Railroad Agents.'' Fast Freight Trains now run between Memphis and the Sea bard, thus securing delivery of freight in Memphis lithn ten days from New York. B. AYERS, Sap't "". D. Memphis. A. r. MORGAN, Ticket Agent April 2l. 1860. 29-ly","memphisandcharlestonessziseazlllessessllllihieeeralroadmythitsextensiverailwwayconnectionsnowofferstheshortestroutethemostexpeditiousroutethemostcomfortablerouteandthemostpopularrouteeasternatlanticandnortherncitiesthevirginiaspringsthecelebratedmedicalwatersandmountainsofeasttennesseevirginiaandgeorgiasbalirailstolouisvilleandneworleanslmilesdistanceandhourstimesapedontheroutenetoyorkandothernortherncitiesbytherecentcompletioaofthecutqfbetweenlynchburqandwashingtoncitytchiehrendersmisindispufabiymeshortestandquickestroutetothonorthtwodailytriansleavememphismorningandeveningleavesmemphisexpressanjfastexpressspmjunctionaccommodationpnjarrivesasfollowsexpressmallpnjfastexpresslanjjunctionaccommodationlampelegantsleepingcarsonnighttrainslprailroadtimeiminutesfasterthanmemthroughticketssoldtonewyorkmontgomeryafalaphiladelphiaaugustabaltimorecolumbiascwashingtonccitypetersburgnorfolkcolumbusgabershebaspringshollyspringsvirginiaspringscincinnatiknoxvillelouisvillelynchburgstlouisrichmondatlantacairomaconjacksoncantonneworleansqgforthroughieketsapplyatthecompanyofficesnofrontrowatthedepotmemphisgrandjunctionandhuntsvilleattheofficesoltheneworleansandjacksonrailroadneworleansandatallrailroadofficesinnewyorkphiladelphiabaltimorewashingtoncityetcslfastfreightarrangementstowmadetodelivereasternfreightviacharlesbnsavannahandvirginiaandwesternfreighteasttennesseevirginiageorgiaalabamahdsouthcarolinaetcinfastertimeandataswratesasbyanyotherroutealwaysforwardedleeatmemphischarlestonandsavannahbyconeningtorailroadagentsfastfreighttrainsnowrunbetweenmemphisandtheseabardthussecuringdeliveryoffreightinmemphislithntendaysfromnewyorkbayerssaptdmemphisarmorganticketagentaprillly",<chr>,15836,"sn89051466",1861-03-09,1861,"Arkansas","The daily true Democrat. (Little Rock, Ark.) 1861-1861","20922300","2692-8701",2
"4","31_1861-01-31_p4_sn82014282_0041421244A_1861013101_0186","Arkansas true Democrat.","01","1861-01-31","p4","","","Great Southern Route

 THE

 Memphis and Charleston @ N M sa ssZis F.gslzzssa

 R a a11roa ad. MYTH ITS EXTENSIVE RAIL- way connections how offers the

 SHORTEST ROUTE, .If,.t sl.- THE MOST EXPEDITIOUS ROUTE. .a

 HE MOST COMFORTABLE ROUTE,

 AND THE MOST POPULAR ROUTE, TO ALL

 eastern, Atlantic and Northern Cities,

 The Virginia Springs, .. The Celebrated Medical Waters and Mountains of East Tennessee, Virginia and Georgia

 as L L R ALL &s

 To Louisville and New Orleans. l2O miles distance and 8 hours time saped on the route to Neto York and other Northern cities,

 6y the recent completion of the Gut Of

 beteeen Lynchburg and Wash-

 ington Cay, tclich renders

 this indsputabiythe Shortest and Quickest Route to the North t Two Daily Trians Leave Memphis

 MORNING AND EVENING.

 MEMPHIS. EAPmESS F fl M MAIL ALL .6:3o A. NJ . F. JUNCTION ACCOMMODATION. 400 F. NJ ARRIVES AS FOLLOWS: EXPRESS L...................1.00 .00 P. Nj. FAo1 EAfRESo. ............ .l.oU A. JUNCTION ACCOMMODATION. .9.I0 A. NJ. IJ Elegant sleeping cars on night trains. I5 Railroad time l5 minutes faster than Mem phis time. .rD

 n5- Through Tickets sold to NEW YORK, MONTGOMERY,A f, Ala; PHILADELPHIA, AUGUSTA, BALTIMORE, COLUMBIA, S. C., WASHINGTON CITY, PETERSBURG, SAVANNAH NORFOLK, CHARLESTON, COLUMBUS, Ga, BERSHEBA SPRINGS, HOLLY SPRINGS, VIRGINIA SPRINGS, CINCINNATI, NASHVILLE, KNOXVILLE, LOUISVILLE, LYNCHBURG, ST. LOUIS, RICHMOND, ATLANTA, CAIRO, MACON, JACKSON, CANTON, NEW ORLEANS. G5 For IHrou9h Tickets apply at the Company's offices, No 60 Front Row, at the Depot Memphis; Grand Junction and Huntsville; at the offices of the New Orleans and Jackson Railroad, New Or leans, and at all Railroad offices in New York Philadelphia, Baltimore, Washington City, etc.

 Fast Freight Arrangements Now made to deliver Eastern freight via Charles ton, Savannah and Virginia, and Western freight to East Tennessee, Virginia, Georgia, Alabama and South Carolina, etc., in faster time and at as low rates as by any otherroute. Always forwarded free at Memphis, Charleston and Savannah, ,by con signing to |"" ""Ralroad Agents.'' Fast Freight Trains now run between Memphis and the Sea board, thus securing delivery of freight in Memphis within ten days from New York.

 B. AYERS, Sup't "". D. Memphis. A. F. MORGAN, Ticket Agent. April O1 1SE0 C0-1v","greatsouthernroutethememphisandcharlestonnmsasszisfgslzzssaraaroaadmythitsextensiverailwayconnectionshowofferstheshortestrouteiftslthemostexpeditiousrouteahemostcomfortablerouteandthemostpopularroutetoalleasternatlanticandnortherncitiesthevirginiaspringsthecelebratedmedicalwatersandmountainsofeasttennesseevirginiaandgeorgiaasllrallstolouisvilleandneworleanslomilesdistanceandhourstimesapedontheroutetonetoyorkandothernortherncitiesytherecentcompletionofthegutofbeteeenlynchburgandwashingtoncaytclichrendersthisindsputabiytheshortestandquickestroutetothenorthttwodailytriansleavememphismorningandeveningmemphiseapmessfflmmailalloanjfjunctionaccommodationfnjarrivesasfollowsexpresslpnjfaoeafresolouajunctionaccommodationianjijelegantsleepingcarsonnighttrainsirailroadtimelminutesfasterthanmemphistimerdnthroughticketssoldtonewyorkmontgomeryafalaphiladelphiaaugustabaltimorecolumbiascwashingtoncitypetersburgsavannahnorfolkcharlestoncolumbusgabershebaspringshollyspringsvirginiaspringscincinnatinashvilleknoxvillelouisvillelynchburgstlouisrichmondatlantacairomaconjacksoncantonneworleansgforihrouhticketsapplyatthecompanysofficesnofrontrowatthedepotmemphisgrandjunctionandhuntsvilleattheofficesoftheneworleansandjacksonrailroadneworleansandatallrailroadofficesinnewyorkphiladelphiabaltimorewashingtoncityetcfastfreightarrangementsnowmadetodelivereasternfreightviacharlestonsavannahandvirginiaandwesternfreighttoeasttennesseevirginiageorgiaalabamaandsouthcarolinaetcinfastertimeandataslowratesasbyanyotherroutealwaysforwardedfreeatmemphischarlestonandsavannahbyconsigningtoralroadagentsfastfreighttrainsnowrunbetweenmemphisandtheseaboardthussecuringdeliveryoffreightinmemphiswithintendaysfromnewyorkbayerssuptdmemphisafmorganticketagentaprilosecv",<chr>,17800,"sn82014282",1861-01-31,1861,"Arkansas","Arkansas true Democrat. [volume] (Little Rock, Ark.) 1857-1862","8793777","2692-8655",2
"5","29_1861-03-22_p2_sn87090585_00414212414_1861032201_0075","The constitutional union.","01","1861-03-22","p2","","","REFERENCEs.-Hon. Isham G. Harris, Governor of Tennessee, Memphis; Messrs. E. NJ. Apper- son X Co.,, Memphis Messrs. T. s. & s. w. Ayres, Memphis; Sam. Tate, Esq., President of the Memphis and Charleston Railroad, Memphis; Officers Gayoso Savings Institution Memphis; \. l.. Lawrence, Cashier State Bank, Memphis Ben May. Cashier Bank of West Tennessee, Mem phs; Gates & Parker, Jackson, Tennessee; Moore & Holland, Jackson, Tennessee; J. A. Taliafero, Cashier State Bank, Trenton, Tennes

 see; Hon. Emerson Etheridge, Weakly county, Tennessee; Jesse Hare Co.,, Iynchburg, Vir- ginia; Halsey & Booker, Lynchburg, Virginia; John Oyler, Esq, Lynchburg, Virginia; J. s. Clator & Co.,, Lynchburg, Virginia Bragg, D'Aqun & Co.,, New Orleans, Louisiana; $. H. Tucker X Co.,, Little Rock, Arkansas; Samuel Jack, Pine Bluff Arkansas. nh S6m","referenceshonishamgharrisgovernoroftennesseememphismessrsenjappersonxcomemphismessrstsswayresmemphissamtateesqpresidentofthememphisandcharlestonrailroadmemphisofficersgayososavingsinstitutionmemphisllawrencecashierstatebankmemphisbenmaycashierbankofwesttennesseememphsgatesparkerjacksontennesseemoorehollandjacksontennesseejataliaferocashierstatebanktrentontennesseehonemersonetheridgeweaklycountytennesseejesseharecoiynchburgvirginiahalseybookerlynchburgvirginiajohnoyleresqlynchburgvirginiajsclatorcolynchburgvirginiabraggdaqunconeworleanslouisianahtuckerxcolittlerockarkansassamueljackpinebluffarkansasnhsm",<chr>,31008,"sn87090585",1861-03-22,1861,"Arkansas","The constitutional union. (Des Arc, Ark.) 1860-1861","15810749","2692-8817",3
"6","5_1861-03-13_p3_sn89051466_0041421244A_1861031301_0467","The daily true Democrat.","01","1861-03-13","p3","Public Meeting.","","According to notice previously given, a geodly number of the citizens of St. Francis county convened in the town of Cotton Plant, Arkansas, on Friday, the 9th of March, 1861. On motion of Dr. J. A. Baker, H. c. Burgess was called to the chair as president, and A. B. Pickens re- quested to act as secretary.f

 On motion of w. B. Lynch, esq, com mittee of five was appointed by the presi- dent to draft resolutions expressive of the sense of the meeting, consisting of Dr. J. W:Burgess, J. F. Bell. w. J. Turner, D. H. Johnson and w. B. Dyer. The com mittee retired and returned with the follow ing preamble and resolutions, which were read to the meeting by the chairman, Dr. J. w. Burgess:

 WHEREAS, The inaugural address of the President of the United States of America has proclaimed the policy of subjugation and war; and whereas, as the citizens of St. Francis county, formerly Union men, have lost all hope and confidence in the efficacy of any effort to reconstruct the Union, or to preserve the ancient rights of the South and the present government; and whereas, in their judgment it is the duty of all good citizens to council together and cooperate with each other in the common defence of themselves and their brethren having a community of interest-therefore be 1t

 l. Resolved, That our representatives in the convention now assembled at Little Rock be requested to let our portion of the Union slide without further struggle. ?. That in the opinion of the citizens of this county, the State of Arkansas ought not to submit to the administration of and policy of Lincoln, and that it is the duty of the people of this State to prepare themselves for resistance to coercive po- icy.

 B. That military company be raised in Richland township, and that we recom- mend the organization of such companies throughout the State.

 4. That we appoint committee consist ing of w. B. Lynch. T. D. Chun and T. 0. Sugg, to repair immediately to Little Rock and communicate to our representa- lives the action of this meeting, and in- form the of them great change of sentiment of the citizens since they received the inau- gural address of Lincoln.

 5. That copy of these resolutions be forwarded by our committee to the True Democrat for publication.

 On motion of J. F. Bell, the meeting ad- iourned sine die. tt

 H. c. BURGESS, Prest. A. B. P1cKENs, Sec'y.","accordingtonoticepreviouslygivenageodlynumberofthecitizensofstfranciscountyconvenedinthetownofcottonplantarkansasonfridaythethofmarchonmotionofdrjabakerhcburgesswascalledtothechairaspresidentandabpickensrequestedtoactassecretaryfonmotionofwblynchesqcommitteeoffivewasappointedbythepresidenttodraftresolutionsexpressiveofthesenseofthemeetingconsistingofdrjwburgessjfbellwjturnerdhjohnsonandwbdyerthecommitteeretiredandreturnedwiththefollowingpreambleandresolutionswhichwerereadtothemeetingbythechairmandrjwburgesswhereastheinauguraladdressofthepresidentoftheunitedstatesofamericahasproclaimedthepolicyofsubjugationandwarandwhereasasthecitizensofstfranciscountyformerlyunionmenhavelostallhopeandconfidenceintheefficacyofanyefforttoreconstructtheunionortopreservetheancientrightsofthesouthandthepresentgovernmentandwhereasintheirjudgmentitisthedutyofallgoodcitizenstocounciltogetherandcooperatewitheachotherinthecommondefenceofthemselvesandtheirbrethrenhavingacommunityofinterestthereforebetlresolvedthatourrepresentativesintheconventionnowassembledatlittlerockberequestedtoletourportionoftheunionslidewithoutfurtherstrugglethatintheopinionofthecitizensofthiscountythestateofarkansasoughtnottosubmittotheadministrationofandpolicyoflincolnandthatitisthedutyofthepeopleofthisstatetopreparethemselvesforresistancetocoercivepoicybthatmilitarycompanyberaisedinrichlandtownshipandthatwerecommendtheorganizationofsuchcompaniesthroughoutthestatethatweappointcommitteeconsistingofwblynchtdchunandtsuggtorepairimmediatelytolittlerockandcommunicatetoourrepresentalivestheactionofthismeetingandinformtheofthemgreatchangeofsentimentofthecitizenssincetheyreceivedtheinauguraladdressoflincolnthatcopyoftheseresolutionsbeforwardedbyourcommitteetothetruedemocratforpublicationonmotionofjfbellthemeetingadiournedsinedietthcburgessprestabpckenssecy",<chr>,35000,"sn89051466",1861-03-13,1861,"Arkansas","The daily true Democrat. (Little Rock, Ark.) 1861-1861","20922300","2692-8701",2
