"","...1","...2","file_id","date","newspaper_name","newspaper_city","newspaper_state","URL","sn","year","month","day","edition","news_address","has_article_highlights","last_modified","num_annotations","flag_irrelevant","flag_bad_layout","flag_other","last_modified_by","last_modified_by_name","newspaper_state_clean"
"23167",23167,23167,40181,1913-03-13,NA,NA,NA,"https://articleextractor.org/pages//40181/mdu_hagerstown_ver01/sn88065726/1913/03/13/ed-1/seq-2/0?user_id=6","sn88065726",1913,"03","13","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23168",23168,23168,40182,1901-10-26,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40182/mdu_garlic_ver02/sn83045081/1901/10/26/ed-1/seq-6/0?user_id=6","sn83045081",1901,"10","26","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23169",23169,23169,40183,1879-04-25,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40183/mdu_henson_ver01/sn83016107/1879/04/25/ed-1/seq-3/0?user_id=6","sn83016107",1879,"04","25","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23170",23170,23170,40184,1887-12-02,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40184/mdu_henson_ver01/sn83016107/1887/12/02/ed-1/seq-2/0?user_id=6","sn83016107",1887,"12","02","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23171",23171,23171,40185,1880-07-30,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40185/mdu_henson_ver01/sn83016107/1880/07/30/ed-1/seq-2/0?user_id=6","sn83016107",1880,"07","30","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23172",23172,23172,40186,1888-12-15,"The Cecil Whig","Elkton","Md","https://articleextractor.org/pages//40186/mdu_glass_ver02/sn83016348/1888/12/15/ed-1/seq-2/0?user_id=6","sn83016348",1888,"12","15","ed-1","Elkton,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23173",23173,23173,40187,1876-06-30,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40187/mdu_henson_ver01/sn83016107/1876/06/30/ed-1/seq-2/0?user_id=6","sn83016107",1876,"06","30","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23174",23174,23174,40188,1876-06-23,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40188/mdu_henson_ver01/sn83016107/1876/06/23/ed-1/seq-3/0?user_id=6","sn83016107",1876,"06","23","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23175",23175,23175,40189,1886-05-28,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40189/mdu_henson_ver01/sn83016107/1886/05/28/ed-1/seq-2/0?user_id=6","sn83016107",1886,"05","28","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23176",23176,23176,40190,1885-07-17,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40190/mdu_henson_ver01/sn83016107/1885/07/17/ed-1/seq-2/0?user_id=6","sn83016107",1885,"07","17","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23177",23177,23177,40191,1899-08-18,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40191/mdu_henson_ver01/sn83016107/1899/08/18/ed-1/seq-3/0?user_id=6","sn83016107",1899,"08","18","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23178",23178,23178,40192,1900-05-18,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40192/mdu_henson_ver01/sn83016107/1900/05/18/ed-1/seq-3/0?user_id=6","sn83016107",1900,"05","18","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23179",23179,23179,40193,1900-05-25,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40193/mdu_henson_ver01/sn83016107/1900/05/25/ed-1/seq-3/0?user_id=6","sn83016107",1900,"05","25","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23180",23180,23180,40194,1892-04-22,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40194/mdu_henson_ver01/sn83016107/1892/04/22/ed-1/seq-2/0?user_id=6","sn83016107",1892,"04","22","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23181",23181,23181,40195,1900-03-30,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40195/mdu_henson_ver01/sn83016107/1900/03/30/ed-1/seq-2/0?user_id=6","sn83016107",1900,"03","30","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23182",23182,23182,40196,1891-04-10,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40196/mdu_henson_ver01/sn83016107/1891/04/10/ed-1/seq-2/0?user_id=6","sn83016107",1891,"04","10","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23183",23183,23183,40197,1878-06-14,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40197/mdu_henson_ver01/sn83016107/1878/06/14/ed-1/seq-2/0?user_id=6","sn83016107",1878,"06","14","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23184",23184,23184,40198,1900-06-22,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40198/mdu_henson_ver01/sn83016107/1900/06/22/ed-1/seq-3/0?user_id=6","sn83016107",1900,"06","22","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23185",23185,23185,40199,1900-09-07,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40199/mdu_henson_ver01/sn83016107/1900/09/07/ed-1/seq-2/0?user_id=6","sn83016107",1900,"09","07","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23186",23186,23186,40204,1895-07-05,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40204/mdu_henson_ver01/sn83016107/1895/07/05/ed-1/seq-2/0?user_id=6","sn83016107",1895,"07","05","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23187",23187,23187,40205,1880-01-23,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40205/mdu_henson_ver01/sn83016107/1880/01/23/ed-1/seq-3/0?user_id=6","sn83016107",1880,"01","23","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23188",23188,23188,40206,1907-08-02,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40206/mdu_henson_ver01/sn83016107/1907/08/02/ed-1/seq-4/0?user_id=6","sn83016107",1907,"08","02","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23189",23189,23189,40207,1885-03-27,"The aegis & intelligencer","Bel Air","Md","https://articleextractor.org/pages//40207/mdu_henson_ver01/sn83016107/1885/03/27/ed-1/seq-2/0?user_id=6","sn83016107",1885,"03","27","ed-1","Bel Air,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23190",23190,23190,40209,1902-07-31,"The Republican","Oakland","Md","https://articleextractor.org/pages//40209/mdu_hyssop_ver01/sn88065202/1902/07/31/ed-1/seq-5/0?user_id=6","sn88065202",1902,"07","31","ed-1","Oakland,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23191",23191,23191,40210,1909-04-01,"The Republican","Oakland","Md","https://articleextractor.org/pages//40210/mdu_hyssop_ver01/sn88065202/1909/04/01/ed-1/seq-1/0?user_id=6","sn88065202",1909,"04","01","ed-1","Oakland,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23192",23192,23192,40211,1908-10-22,"The Republican","Oakland","Md","https://articleextractor.org/pages//40211/mdu_hyssop_ver01/sn88065202/1908/10/22/ed-1/seq-2/0?user_id=6","sn88065202",1908,"10","22","ed-1","Oakland,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23193",23193,23193,40212,1913-06-26,"The Republican","Oakland","Md","https://articleextractor.org/pages//40212/mdu_hyssop_ver01/sn88065202/1913/06/26/ed-1/seq-6/0?user_id=6","sn88065202",1913,"06","26","ed-1","Oakland,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23194",23194,23194,40213,1901-07-25,"The Republican","Oakland","Md","https://articleextractor.org/pages//40213/mdu_hyssop_ver01/sn88065202/1901/07/25/ed-1/seq-1/0?user_id=6","sn88065202",1901,"07","25","ed-1","Oakland,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23195",23195,23195,40214,1916-10-05,"The Republican","Oakland","Md","https://articleextractor.org/pages//40214/mdu_hyssop_ver01/sn88065202/1916/10/05/ed-1/seq-2/0?user_id=6","sn88065202",1916,"10","05","ed-1","Oakland,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23196",23196,23196,40215,1906-07-03,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40215/mdu_horseradish_ver01/sn83045081/1906/07/03/ed-1/seq-5/0?user_id=6","sn83045081",1906,"07","03","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23197",23197,23197,40216,1918-04-11,"The Republican","Oakland","Md","https://articleextractor.org/pages//40216/mdu_hyssop_ver01/sn88065202/1918/04/11/ed-1/seq-4/0?user_id=6","sn88065202",1918,"04","11","ed-1","Oakland,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23198",23198,23198,40217,1902-12-18,"The Republican","Oakland","Md","https://articleextractor.org/pages//40217/mdu_hyssop_ver01/sn88065202/1902/12/18/ed-1/seq-6/0?user_id=6","sn88065202",1902,"12","18","ed-1","Oakland,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23199",23199,23199,40221,1907-06-04,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40221/mdu_horseradish_ver01/sn83045081/1907/06/04/ed-1/seq-6/0?user_id=6","sn83045081",1907,"06","04","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23200",23200,23200,40223,1910-03-04,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40223/mdu_iceberg_ver01/sn83045081/1910/03/04/ed-1/seq-3/0?user_id=6","sn83045081",1910,"03","04","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23201",23201,23201,40225,1908-06-28,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40225/mdu_iceberg_ver01/sn83045081/1908/06/28/ed-1/seq-7/0?user_id=6","sn83045081",1908,"06","28","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23202",23202,23202,40226,1910-04-14,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40226/mdu_iceberg_ver01/sn83045081/1910/04/14/ed-1/seq-6/0?user_id=6","sn83045081",1910,"04","14","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23203",23203,23203,40227,1910-03-19,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40227/mdu_iceberg_ver01/sn83045081/1910/03/19/ed-1/seq-1/0?user_id=6","sn83045081",1910,"03","19","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23204",23204,23204,40228,1909-07-23,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40228/mdu_iceberg_ver01/sn83045081/1909/07/23/ed-1/seq-3/0?user_id=6","sn83045081",1909,"07","23","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23205",23205,23205,40229,1906-09-26,"Der Deutsche correspondent","Baltimore","Md 1841-1918","https://articleextractor.org/pages//40229/mdu_horseradish_ver01/sn83045081/1906/09/26/ed-1/seq-9/0?user_id=6","sn83045081",1906,"09","26","ed-1","Baltimore,  Md 1841-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23206",23206,23206,40230,1909-11-12,"Der Deutsche correspondent","Baltimore","Md 1848-1918","https://articleextractor.org/pages//40230/mdu_iceberg_ver01/sn83016118/1909/11/12/ed-1/seq-1/0?user_id=6","sn83016118",1909,"11","12","ed-1","Baltimore,  Md 1848-1918",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23207",23207,23207,40231,1923-03-29,"The Republican","Oakland","Md","https://articleextractor.org/pages//40231/mdu_hyssop_ver01/sn88065202/1923/03/29/ed-1/seq-6/0?user_id=6","sn88065202",1923,"03","29","ed-1","Oakland,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23208",23208,23208,40232,1913-02-20,"The Republican","Oakland","Md","https://articleextractor.org/pages//40232/mdu_hyssop_ver01/sn88065202/1913/02/20/ed-1/seq-4/0?user_id=6","sn88065202",1913,"02","20","ed-1","Oakland,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23209",23209,23209,40233,1885-02-14,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40233/mdu_indianhead_ver01/sn83016368/1885/02/14/ed-1/seq-3/0?user_id=6","sn83016368",1885,"02","14","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23210",23210,23210,40234,1886-06-19,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40234/mdu_indianhead_ver01/sn83016368/1886/06/19/ed-1/seq-2/0?user_id=6","sn83016368",1886,"06","19","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23211",23211,23211,40235,1886-05-08,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40235/mdu_indianhead_ver01/sn83016368/1886/05/08/ed-1/seq-3/0?user_id=6","sn83016368",1886,"05","08","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23212",23212,23212,40236,1885-08-08,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40236/mdu_indianhead_ver01/sn83016368/1885/08/08/ed-1/seq-3/0?user_id=6","sn83016368",1885,"08","08","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23213",23213,23213,40237,1875-06-19,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40237/mdu_indianhead_ver01/sn83016368/1875/06/19/ed-1/seq-2/0?user_id=6","sn83016368",1875,"06","19","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23214",23214,23214,40239,1866-06-16,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40239/mdu_indianhead_ver01/sn83016368/1866/06/16/ed-1/seq-2/0?user_id=6","sn83016368",1866,"06","16","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23215",23215,23215,40240,1885-06-20,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40240/mdu_indianhead_ver01/sn83016368/1885/06/20/ed-1/seq-4/0?user_id=6","sn83016368",1885,"06","20","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23216",23216,23216,40241,1900-05-19,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40241/mdu_indianhead_ver01/sn83016368/1900/05/19/ed-1/seq-3/0?user_id=6","sn83016368",1900,"05","19","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23217",23217,23217,40242,1885-07-18,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40242/mdu_indianhead_ver01/sn83016368/1885/07/18/ed-1/seq-2/0?user_id=6","sn83016368",1885,"07","18","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23218",23218,23218,40243,1920-07-10,NA,NA,NA,"https://articleextractor.org/pages//40243/mdu_irving_ver01/sn88065731/1920/07/10/ed-1/seq-4/0?user_id=6","sn88065731",1920,"07","10","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23219",23219,23219,40244,1920-06-17,NA,NA,NA,"https://articleextractor.org/pages//40244/mdu_irving_ver01/sn88065731/1920/06/17/ed-1/seq-4/0?user_id=6","sn88065731",1920,"06","17","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23220",23220,23220,40245,1923-12-07,"Montgomery County sentinel","Rockville","Md","https://articleextractor.org/pages//40245/mdu_indigo_ver02/sn83016209/1923/12/07/ed-1/seq-4/0?user_id=6","sn83016209",1923,"12","07","ed-1","Rockville,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23221",23221,23221,40246,1914-04-10,"Montgomery County sentinel","Rockville","Md","https://articleextractor.org/pages//40246/mdu_indigo_ver02/sn83016209/1914/04/10/ed-1/seq-1/0?user_id=6","sn83016209",1914,"04","10","ed-1","Rockville,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23222",23222,23222,40247,1931-12-11,"Montgomery County sentinel","Rockville","Md","https://articleextractor.org/pages//40247/mdu_indigo_ver02/sn83016209/1931/12/11/ed-1/seq-3/0?user_id=6","sn83016209",1931,"12","11","ed-1","Rockville,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23223",23223,23223,40248,1921-04-23,NA,NA,NA,"https://articleextractor.org/pages//40248/mdu_irving_ver01/sn88065731/1921/04/23/ed-1/seq-4/0?user_id=6","sn88065731",1921,"04","23","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23224",23224,23224,40249,1921-03-14,NA,NA,NA,"https://articleextractor.org/pages//40249/mdu_irving_ver01/sn88065731/1921/03/14/ed-1/seq-4/0?user_id=6","sn88065731",1921,"03","14","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23225",23225,23225,40250,1921-08-05,NA,NA,NA,"https://articleextractor.org/pages//40250/mdu_irving_ver01/sn88065731/1921/08/05/ed-1/seq-4/0?user_id=6","sn88065731",1921,"08","05","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23226",23226,23226,40251,1920-06-22,NA,NA,NA,"https://articleextractor.org/pages//40251/mdu_irving_ver01/sn88065731/1920/06/22/ed-1/seq-1/0?user_id=6","sn88065731",1920,"06","22","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23227",23227,23227,40252,1921-02-14,NA,NA,NA,"https://articleextractor.org/pages//40252/mdu_irving_ver01/sn88065731/1921/02/14/ed-1/seq-4/0?user_id=6","sn88065731",1921,"02","14","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23228",23228,23228,40253,1893-07-14,NA,NA,NA,"https://articleextractor.org/pages//40253/mdu_irving_ver01/sn89060124/1893/07/14/ed-1/seq-2/0?user_id=6","sn89060124",1893,"07","14","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23229",23229,23229,40255,1899-08-18,NA,NA,NA,"https://articleextractor.org/pages//40255/mdu_irving_ver01/sn89060124/1899/08/18/ed-1/seq-2/0?user_id=6","sn89060124",1899,"08","18","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23230",23230,23230,40256,1897-06-11,NA,NA,NA,"https://articleextractor.org/pages//40256/mdu_irving_ver01/sn89060124/1897/06/11/ed-1/seq-2/0?user_id=6","sn89060124",1897,"06","11","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23231",23231,23231,40257,1908-04-17,NA,NA,NA,"https://articleextractor.org/pages//40257/mdu_irving_ver01/sn89060124/1908/04/17/ed-1/seq-1/0?user_id=6","sn89060124",1908,"04","17","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23232",23232,23232,40258,1920-01-16,NA,NA,NA,"https://articleextractor.org/pages//40258/mdu_irving_ver01/sn88065731/1920/01/16/ed-1/seq-1/0?user_id=6","sn88065731",1920,"01","16","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23233",23233,23233,40259,1896-07-10,NA,NA,NA,"https://articleextractor.org/pages//40259/mdu_irving_ver01/sn89060124/1896/07/10/ed-1/seq-2/0?user_id=6","sn89060124",1896,"07","10","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23234",23234,23234,40260,1908-08-21,NA,NA,NA,"https://articleextractor.org/pages//40260/mdu_irving_ver01/sn89060124/1908/08/21/ed-1/seq-2/0?user_id=6","sn89060124",1908,"08","21","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23235",23235,23235,40261,1921-03-21,NA,NA,NA,"https://articleextractor.org/pages//40261/mdu_irving_ver01/sn88065731/1921/03/21/ed-1/seq-1/0?user_id=6","sn88065731",1921,"03","21","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23236",23236,23236,40262,1887-12-03,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40262/mdu_indianhead_ver01/sn83016368/1887/12/03/ed-1/seq-2/0?user_id=6","sn83016368",1887,"12","03","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23237",23237,23237,40263,1900-05-26,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40263/mdu_indianhead_ver01/sn83016368/1900/05/26/ed-1/seq-3/0?user_id=6","sn83016368",1900,"05","26","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23238",23238,23238,40264,1922-09-08,NA,NA,NA,"https://articleextractor.org/pages//40264/mdu_irving_ver01/sn89060124/1922/09/08/ed-1/seq-1/0?user_id=6","sn89060124",1922,"09","08","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23239",23239,23239,40267,1942-03-05,"Montgomery County sentinel","Rockville","Md","https://articleextractor.org/pages//40267/mdu_indigo_ver02/sn83016209/1942/03/05/ed-1/seq-11/0?user_id=6","sn83016209",1942,"03","05","ed-1","Rockville,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23240",23240,23240,40270,1907-10-30,NA,NA,NA,"https://articleextractor.org/pages//40270/mdu_jacobsen_ver01/sn88065731/1907/10/30/ed-1/seq-4/0?user_id=6","sn88065731",1907,"10","30","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23241",23241,23241,40271,1911-05-23,NA,NA,NA,"https://articleextractor.org/pages//40271/mdu_jacobsen_ver01/sn88065731/1911/05/23/ed-1/seq-4/0?user_id=6","sn88065731",1911,"05","23","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23242",23242,23242,40272,1908-05-09,NA,NA,NA,"https://articleextractor.org/pages//40272/mdu_jacobsen_ver01/sn88065731/1908/05/09/ed-1/seq-1/0?user_id=6","sn88065731",1908,"05","09","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23243",23243,23243,40274,1911-06-03,NA,NA,NA,"https://articleextractor.org/pages//40274/mdu_jacobsen_ver01/sn88065731/1911/06/03/ed-1/seq-4/0?user_id=6","sn88065731",1911,"06","03","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23244",23244,23244,40275,1903-06-27,"The Baltimore County union","Towsontown","Md","https://articleextractor.org/pages//40275/mdu_indianhead_ver01/sn83016368/1903/06/27/ed-1/seq-1/0?user_id=6","sn83016368",1903,"06","27","ed-1","Towsontown,  Md",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,"MD"
"23245",23245,23245,40276,1913-06-14,NA,NA,NA,"https://articleextractor.org/pages//40276/mdu_jacobsen_ver01/sn88065731/1913/06/14/ed-1/seq-1/0?user_id=6","sn88065731",1913,"06","14","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23246",23246,23246,40277,1912-12-10,NA,NA,NA,"https://articleextractor.org/pages//40277/mdu_jacobsen_ver01/sn88065731/1912/12/10/ed-1/seq-4/0?user_id=6","sn88065731",1912,"12","10","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23247",23247,23247,40278,1912-12-23,NA,NA,NA,"https://articleextractor.org/pages//40278/mdu_jacobsen_ver01/sn88065731/1912/12/23/ed-1/seq-4/0?user_id=6","sn88065731",1912,"12","23","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23248",23248,23248,40279,1913-08-13,NA,NA,NA,"https://articleextractor.org/pages//40279/mdu_jacobsen_ver01/sn88065731/1913/08/13/ed-1/seq-4/0?user_id=6","sn88065731",1913,"08","13","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23249",23249,23249,40280,1912-10-07,NA,NA,NA,"https://articleextractor.org/pages//40280/mdu_jacobsen_ver01/sn88065731/1912/10/07/ed-1/seq-1/0?user_id=6","sn88065731",1912,"10","07","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23250",23250,23250,40281,1913-02-24,NA,NA,NA,"https://articleextractor.org/pages//40281/mdu_jacobsen_ver01/sn88065731/1913/02/24/ed-1/seq-4/0?user_id=6","sn88065731",1913,"02","24","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23251",23251,23251,40282,1914-12-28,NA,NA,NA,"https://articleextractor.org/pages//40282/mdu_jacobsen_ver01/sn88065731/1914/12/28/ed-1/seq-2/0?user_id=6","sn88065731",1914,"12","28","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23252",23252,23252,40283,1914-12-03,NA,NA,NA,"https://articleextractor.org/pages//40283/mdu_jacobsen_ver01/sn88065731/1914/12/03/ed-1/seq-4/0?user_id=6","sn88065731",1914,"12","03","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
"23253",23253,23253,40284,1912-12-06,NA,NA,NA,"https://articleextractor.org/pages//40284/mdu_jacobsen_ver01/sn88065731/1912/12/06/ed-1/seq-4/0?user_id=6","sn88065731",1912,"12","06","ed-1","NA, NA",NA,2023-09-02 00:25:25,0,0,0,0,NA,NA,NA
