file_id2,date,newspaper_name,article,newspaper_state,filename,attempted_y_n,similar_coverage_y_n,notes_from_te,sn,year,month,day,page,edition,mod_id,source,filepath,url
16790_0,1841-07-22,NA,"MURDER AND LYNCHING AT THE WEST- We copy from the Chicago( Illinois) American the following particulars respecting the murder of a Mr. Campbell, on Rock River, and the occurrences that subsequently took place The country below this and north of the Illinois river, has been for a long time and is now infested with a gang of black- lege, counterfeiters, horse thieves and land pirates, and the good people have found our laws, or at least the administration of them, entirely inadequate to the protec- tion of their property: consequently they have been forced to form themselves into "" volunteer companies, and anti- horse thieves societies."" One was formed about 20 miles below this, at Washington grove. Mr. Campbell was actively engaged in June, two of the Driskells, notorious thro' this region as ring leaders and harborers of all sorts of villains- rode up to Campbell's house and asked his son if his father was at home; he called his father to the door, when the Driskells shot him dead, and ded. The volunteer companies of De Kalb and Winnebago counties immediately collected and went in search of the Driskells. On Tuesday they caught the old man and one of his sons- tried them by Lynch law, and was convinced that they were the cause if not the perpetrators of the atrocious murder of Mr. Campbell. They sentenced them to immediate death, then placed the old man about ten rods off, and bid bim prepare for death, giving him 5 minutes- when the time was up about 50 balle weat thro' him. The son was then served in the esame manner- both devils proving game -neither making any disclosures, more than saying that another son of killed Campbell. The company Driskell are company are now pursuing this other Driskell, who has cut stick with a confederate.$ 500 reward is offered for his head. High handed and revolting as this summary mode of cedure seems to be, it is, nevertheless, absolutely necessary, and receives the commendation of every individual who is at all acquainted with the facts If . a man refuses to join these companies, he putter down at once with the horse thieves is.",West Virginia,16790_0.txt,,,Lynching of the two Driskells (spelling is different). For murdering John Campbell. 1841,sn84026784,1841,7,22,seq-1,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16790_0.txt,https://articleextractor.org/pages/16790/wvu_jacob_ver01/sn84026784/1841/07/22/ed-1/seq-1/1
16791_0,1841-09-01,"The North-Carolina standard (Raleigh, N.C.)","WHOLESALE APPLICATION OF LYNCH LAW. follow- us of the informs fromrkansas, terday A friend of ours, who arrived in the city yes. manner in which that law, more tyrranous than the code of Draco- Lynch Law- has, in this as well as in every other instance where it has, been appealed to, been carried into effect. Between the 5th and 10th inst., Phillips coun ty, in Arkansas, about 40 miles below Helena, and the county of Coahoma, in the Mississippi, on the opposite side of the river, appear to have the scene of mob and lynch law to a become greater extent than has lately been recorded by the public press. A numerous gang of counterfeiters had their places of rendezvous and the abodes of their fam lies in the above named counties, to the great and continued annoyance of the citizens and the trading flat boatmen on the river. Besides their encroachment on the peace and property of the public in that way, they of late turned their criminal industry to horse stealing to such an extent as to rouse the citizens of the whole neighbor hood. The latter, headed by Capt. Barney Bradford, formed into a volunteer company of about 100 well armed men, commanded and lead by said Capt. Bradford, Mr. J. Lunsford and Spear, from , and Squire Forrer and James How arton Arkansas, from Mississippi, and after an active search names, following learned the whom we among of several days, succeeded in capturing 27 men, viz: Hugh Tally, Lewis Hingston, Andrew McLaughlin, Willis Pollock, Hugh Cotton, Elliot and Robert Hunter, the latter, lately from New York Joe Merritt and Mc Commick. The volunteers, used the following stratagem ¹o seize the scoundrels. They engaged a trading at boat at Hel na and hid about 50 men in the store room; then they descended the river, landing at place where they suspected to fall in with every the counterfeiters. These depraved men came intention the with produce, purchase to on board of paying for it in counterfeit money. They were thus taken and secured in the boat. When the number had increased to 27 men, nine* of them were tied hand and feet, and, as the report says, drowned in the Mississippi, near Island No, 69, in the presence of two men, Harrod and Bur gess, who it appears, officiated, or at least took an active part in the execution of the sentence. We understood that the company is increasing in number, and intends to proceed to the mouth of White river. When our informant met a division of them they were in pursuit of a certain Merian Wright. When he arrived at Napoleon, at the mouth of Arkansas river, he learned that some six or seven dead bodies had been seen floating on the river opposite that place, and also that some of the counterfeiters who escaped had been seen passing down the river with uncommon speed, in order to their pursuers.- Picayune. evade",North Carolina,16791_0.txt,,,23 counterfeiters were lynched by being drowned in the Arkansas River.  1841,sn85042147,1841,9,1,seq-4,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16791_0.txt,https://articleextractor.org/pages/16791/ncu_alligator_ver01/sn85042147/1841/09/01/ed-1/seq-4/1
16792_0,1841-07-27,"Southport telegraph (Southport, W.T....)","OGLE CŒUN' Y- LYNCH LAW.- The Attorney General of the state of Illinois, Mr. Lamborn, has published an opinion rela tive to the recent exercise of the lynch law in Ogle county, in the case of the Driscalls. Mr. Lamborn regards the sum mary execution of the horse thieves, as wholly unjustifiable and uncalled for in the exigencies of the case. He says,"" I have no doubt that when the indignation and phrenzy of the occasion, shall have passed away, the actors in the general tragedy will join in the general lamentation, which must pervade society wherever the bloody details are made known."" He contends that the laws of Illinois, are sufficiently rigid and fully adequate to any emergency. Nearly thirty persons have been sentenced to the penitentiary within the last year, from the stricts infected with the horse thieves and blacklegs. The plea there fore that the arm of the law is too weak, to bring offenders to justice, is wholly without foundation. The prosecutions in the northern counties of Illinois have been nusually severe, as is proved by the num ber of prisoners sent to the penitentiary, from the very district of country, suppos d to be under the control of a gang of des peradocs.-",Wisconsin,16792_0.txt,,,Mentions reaction from the Attorney General in Illinois on the lynchings of the Driscalls. 1841,sn85040303,1841,7,27,seq-2,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16792_0.txt,https://articleextractor.org/pages/16792/whi_dynamite_ver01/sn85040303/1841/07/27/ed-1/seq-2/1
16793_0,1841-07-20,"Southport telegraph (Southport, W.T....)","ILLINOIS LYNCH LAW --- Since our ac count of last week, with regard to the lynch ing tragedy in Ogle Co., Illinois, we have received conflicting and contradictory state ments through the papers, of the circum stances connected with that transaction. --- From all that we are able to learn, it would seem the mers prudent portion of the peo ple, are far from justifying the summary trial and execution of the two Driscalls, for the alleged murder of John Campbell. A Coroners inquest has been held upon the bodies of the Driscalls, and the jury have returned a verdict of wilful murder! This then, is likely to result in serious business to those who assumed to take the law into their own hands. We learn that immediately after the mob had wreaked their vengeance upon the lives of two Driscalls, they repaired to the residences of all the Driscalls and expelled the widowed and orphaned families, and burnt their houses to the ground. It is al so stated that money and valuable papers, were upon the persons of the Driscalls at the time of their being shot, which were abstracted from their pockets by the mob. The Driscalls were the owners valu- ble farms, which are under a high of state of cultivation, and covered with extensive crops of growing grain. The mob have forbidden under the penalty of death any persons from harvesting the crops. Bridge, whom we stated last week as being one of the murderers o"" Campbell, has been arrested, tried, and acquitted. We learn from the Galena papers, that the of- fice of the Rockford Star,"" was entered by the mob on the night of the 6th instant, and the type and fixtures so much injured and mutulated, that the paper has been obliged to discontinue. The alleged cause for this transaction is, that the Star has spoken out in condemnation of the proceed ings of the mob. In a good government Lynch Law can never be justified. Lynch Law is the stepping stone to anarchy, misrule and un controlable violence. To say that the laws of the states, are inadequate to perform the demands of human justice, is a libel upon our government and institutions. It is a foul charge, which the enemies of republicanism in Europe, have ever attempted to fasten upon us, but one which we in theory have ever repudiated and denied. The lynchers of the Driscalls, plead in just- ification that the friends of good order, were too weak to enforce the law, and bring the offenders to merited justice .--- This cannot be true. The same power which was brought into requisition to bring the Driscalls before a lynch tribunal, was amply adequate to have brought them be fore a legal court of the State of Illinois. The laws of Illinois for the apprehension, conviction, and punishment of felons and murderers, are as speedy and as rigid in any other State in the Union. as",Wisconsin,16793_0.txt,,,"Lynching of two Driscalls in Ogle Co. , Illinois by a mob for murdering John Campbell. 1841",sn85040303,1841,7,20,seq-2,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16793_0.txt,https://articleextractor.org/pages/16793/whi_dynamite_ver01/sn85040303/1841/07/20/ed-1/seq-2/1
16794_0,1841-07-30,NA,"people of Illinois have recently party but , inevitable effects of lynch law loss been trying the upon patiently to for further country. that in thieves and murderers some The Chicago Democrat says: The volunteer companies of De Kalb and Winnebago counties collected and went in pursuit of the D.skills, caught the father and one of his sons, tried them by lynch law, convicted them of the murder of Campbell and sentenced them to immediate death,. They placed ten man then the old rods off him five minutes for death gave to prepare, and at the end of that time, fifty balls went through him. The son was served in the manner."" same Two other men of the same party, who had made their have since been caught escape and executed in the same manner as the above. have been executed in Grant Also two men , , Ohio, by a mob, for robbing and county murdering a man by the name of Utterback.",Mississippi,16794_0.txt,,,"Mentions the Lynching of two Driscalls in Ogle Co.,Illinois.  Also mentions the lynching of two men in Grant County, Ohio by a mob. 1841.",sn87065204,1841,7,30,seq-2,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16794_0.txt,https://articleextractor.org/pages/16794/msar_goldenharvest_ver01/sn87065204/1841/07/30/ed-1/seq-2/1
16795_0,1841-07-31,"Wheeling times and advertiser (Wheeling, Va. [...)","LYNCH LAW. Lynch law is law of blood. Is decisions some instanses bave the show of justice to slightly in i palliate its deeds of murder But at the recent out break in Kentucky, we are shocked beyond men sure. It is the most unwarrantable act that has ev er been perpetrated in the name of bloody mon ster. Let no man talk to us of the respectability of some of the parties concerned. They have the blood of the murdered men in their skirts. The great rivers of the West are not sufficient to wash a their way fertile the stain land. obscure Nor can the the scent fragrant of blood flowers that will of go with them to their graves. The public press, the many- mouthed press that speaks for the whole nation a press that is bound to keep our escutcheon as a People unsullied, should issue ning deed it anathemas., one and all, against this dam. It will plant in many a thonghtless heart that entered this bloo ly list without reflection, a pang that time can never remove. We would not, for all the wealth of every man concerned in the assault, have the thought upon our dying pillow the weake motely helped in this deed of infamy. We take this resolute stand that we may set men to think ing. The public mind must and public morals kept up to a standard that will not al. low a man to rashly take the vengeance of the laws in his own hands. The blush of shame may not the mantle offence upon but a Lyncher's check when he perpeirales , in due season the whips of consci enee will lash him most severely when he may seek most fervently fo repose We say to every men who . participated in this work of death- Go to your bosom Knock there; and ask your heart what it doth know, Every violation of this kind shakes the stability of law. Haman was hanged upon his own gallows Robespierre fell under the hands of thos he had taught to murder in cold blood. Let every man who nided in the Kentucky lynching beware. They have not only wronged their country, but them selves and their children. Other lynchers may long lie in wait for them-[ American Sentinel. ere",West Virginia,16795_0.txt,,,Mentions a lynching in Kentucky.,sn84038585,1841,7,31,seq-2,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16795_0.txt,https://articleextractor.org/pages/16795/wvu_dawson_ver01/sn84038585/1841/07/31/ed-1/seq-2/1
16801_0,1841-10-05,"Southern Argus (Columbus, Miss.)","DEAD BODY FOUND IN THE RIVER .-- The body of a man was found floating in the river on Saturday, opposite Wm. Bisland's planta- tion- at the woodyard of which it came ashore and was buried by Mr. Bishland's hands. The body was so much mutilated that it was impossible to form any idea of his age or personal contour. His fright hand and lower jaw were off- there was a large hole through his body which looked as though he had been shot, and two of his ribs were broken. He had on satti. nett pantaloons and callicoe shirt. One$ 50 Miss& Alabama note and 50 cents in specie was found in his watch pocket. Capt. Shaw, of the Phoenix ferry boat, saw the body pass our city on Saturday at 12 o'clock, and supposes one of those who were lynched in Ar- kanis kansas.",Mississippi,16801_0.txt,,,27 counterfeiters were lynched by being drowned in the Arkansas River.  1841 (This article has a different number of people lynched than the other articles),sn83016884,1841,10,5,seq-1,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16801_0.txt,https://articleextractor.org/pages/16801/msar_kingsombra_ver01/sn83016884/1841/10/05/ed-1/seq-1/1
16804_0,1841-09-15,"The North-Carolina standard (Raleigh, N.C.)","RIOT IN CINCINNATI, OHIO. A Letter to the editors of the New York New Era, from Cincinnati, Ohio, dated the 4th inst. gives an account of a very serious riot in that city. On the evening of the 2d, a quarrel occurred between several negroes and two white men, in which the latter were badly wounded with dirk knives. A bout 9 o'clock on the following evening, a large concourse of people, without concert or arms, assembled in the immediate vicinity of"" Five Points,"" or, as it is called,"" Nigger Town."" A few persons in the mob which consisted of 3 or 400, threw stones against the buildings of the negroes. The negroes immediately poured into the mob a volley of bullets, from muskets and rifles, with which they had previously provided themselves in anticipation of an attack. The mob, being unarmed, fled precipitate ly, and were pursued for nearly a square by the blacks, who yelled out a wild shout of triumph and defiance, and returned to their houses. About midnight the mob advanced to the position they had occupied in the early part of the evening, provided with arms and a six- pounder. The six pounder and small arms were fired, which was re turned by the blacks, and the parties engaged in a terrible conflict. Fortunately for the lives of many, the prompt arrival of the military silenced the firing, restored peace and dispersed the mob. There are various reports of the number killed and wounded on both sides, the truth of which cannot at pres ent be known. The city was all in confusion and uproar again, on the 4th, and the negroes flying in all directions. There was no fighting or lynching, but the people were taking the negroes into custody as fast as they could be caught, with the design of enforcing a law which requires all colored residents of Ohio to give bond for their good or leave the State. behavior",North Carolina,16804_0.txt,,,Several counterfeiters were lynched in St. Louis.  1841,sn85042147,1841,9,15,seq-2,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16804_0.txt,https://articleextractor.org/pages/16804/ncu_alligator_ver01/sn85042147/1841/09/15/ed-1/seq-2/1
16806_0,1841-09-02,NA,"The remaining four ruffians made their escape to the lowa side of the river, and there succeeded in rallying a mob, who came over in a ferry boat and recaptured Fisher. This was in the middle of the afternoon. Fisher was taken some 70 yards from the road, tied with a chain and rope, and a guard of two men, armed with knives and pistols, placed over him, told him that if he hallooed instant death was his portion. Here he remained till dark, when he was taken to the second island above Bloomington, and flogged by four men until his back, legs and arms, were cut into welts. He was then pre- sented with a lie- bill to sign; refusing to do which, he was again put in a cacoe in which was a large stone, while two men occupied another canoe, and both proceeded down the river. On getting opposite Burlington, a gun was heard to fire, and soon after three others. The becoming alarmed, separated raffians",West Virginia,16806_0.txt,,,23 counterfeiters were lynched by being drowned in the Arkansas River.  1841,sn84026784,1841,9,2,seq-1,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16806_0.txt,https://articleextractor.org/pages/16806/wvu_jacob_ver01/sn84026784/1841/09/02/ed-1/seq-1/1
16808_0,1841-12-28,"Southport telegraph (Southport, W.T....)","darkness of the night. Then the pulse had to boat its last throb, and the cold hand of death steal away the last expiring breath. Fortunately a faithful negro servant of Mr. Carey had heard of the intended mur der, and communicated the design to his master, in sufficient time to give him a chance of escape. He managed to do this and when sufficiently out of the reach of Yoakum made the facts public to the citizens The people no sooner heard of it they were satisfied of its truth; for than the good character of Mr. C. is proverbial. From the Natchitoches Herald. TEXAS- MURDER- LYNCH LAW- LAST OF THE YOAKUM GANG. We have been put in possession of the facts in relation to this affair, which sone The the last Texas Tragedies. among citizens of Jefferson County, it appears, have long suffered from their outrages, and from their numbers and recklessness of character, it seemed impossible to arrest their injuries by the hand of civil power. Cattle have been stolen, robberies committed , and citizens insulted and murdered; but still, whenever they were arrested on the charge, the gang came forward with perjured oaths, and they were acquitted.ling 6 Yoakum' was hardened into the most inveterate degree of erime, and seemed but to reap enjoyment by pursuing the most fiendish acts of roberry and murder. It is a most singular instance of the effects of habit. He was a rich and affluent planter, and lived in a sumptuous and most magni ficient manner- kept a splendid equipage -owned over a hundred negroes, and large tracts of land- had constantly about a hundred breeding mares; made a yearly sale of fifteen hundred cattle, and had a large revenue coming in from other sour ces. There is no doubt but that he was the richest man in Texas. Yet, with all this wealth, his disposition to plunder knew no bounds. The cause of his death arose from an abortive attempt to murder Mr. Carey, of Houston County. Mr. C. is a highly respectable and wealthy citizen of the town of Houston, and was, at the time, staying Yoakum He was sus at the residence of. pected of having a large sum of money with him, and Yoakum determined that he The should be murdered while in bed. plan was properly matured during the day, every thing placed in readiness for its and commission. Nothing remained but the",Wisconsin,16808_0.txt,Yes,"yes, 90","Mob attempted to murder Mr. Carey in Houston, Texas. His slave notified him and he was able to escape. 1841",sn85040303,1841,12,28,seq-1,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16808_0.txt,https://articleextractor.org/pages/16808/whi_dynamite_ver01/sn85040303/1841/12/28/ed-1/seq-1/1
16810_0,1842-07-20,"Southport telegraph (Southport, W.T....)","A notorious murderer, named Lynch, was lately lynched; hung without judge or jury, at San Felipe. He had killed one or two citizens, and wounded and threatened the lives of others. The Texan privateer Washington, recently captured sent into Galveston the schooner Mary and Elizabeth. She was landed with a large quantity of powder, lead, and other contraband articles of war, together with coin. A dispute has arisen whether she was a Mexican or an United States vessel, which has not yet been settled . The Mary and Elizabeth was bound to Vera Cruz from New Orleans. A party of fifteen men recently left Austin for the Upper Colorado and region of the San Saba, in search of silver mines, known to be abundant in that section. Capt. Dolson's company of mounted men have left Austin on a tour into the In dian range, though a country abounding with buffalo, deer, bear and honey. The crops on the Upper Brazos are highly promising, having been recently visited by plentiful Hon. John Scott, Recorder of the of Houston, is dead. city",Wisconsin,16810_0.txt,,,A man named Lynch was lynched in San Felipe.  1842,sn85040303,1842,7,20,seq-1,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16810_0.txt,https://articleextractor.org/pages/16810/whi_dynamite_ver01/sn85040303/1842/07/20/ed-1/seq-1/1
16812_0,1842-10-27,"The Ohio Democrat (Canal Dover, Oh...)","HUNG FOR FUN.- The last Tennessee Re view states that the grand jury County, Tenn. has found a true bill against Geo. Smith, Johh H. Tobb, Loftin Dake, James Pharce, and Leroy Brown, for the murder of a slave be longing to John Miller. They had all got in to a drunken spree, and under the influence of liquor, enticed the negro into a loft, and hung him for fun, intending to cut him down in a moment or two before life should be extinct. Their drunken frolic was too far- the negro died. carried",Ohio,16812_0.txt,,,A slave was hung by a group of men in 1842 in Tenn.,sn84028889,1842,10,27,seq-2,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16812_0.txt,https://articleextractor.org/pages/16812/ohi_cousteau_ver02/sn84028889/1842/10/27/ed-1/seq-2/1
16813_0,1842-01-26,Vermont telegraph (Brandon [Vt.]),"The thief doth fear each: bush an officer.' Mr. Torrey quietly withdrew from the floor of the hall to the gallery, from which he was ejected, and would have been lynched on the spot, had he not been ar rested as an abolition incendiary by officers of justice,(!) and cast into prison the,",Vermont,16813_0.txt,,"yes, 94","A pastor was lynched by two church members in Hancock, NH. Also another man was lynched in 1842. ",sn83025661,1842,1,26,seq-3,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16813_0.txt,https://articleextractor.org/pages/16813/vtu_kirby_ver02/sn83025661/1842/01/26/ed-1/seq-3/1
16813_1,1842-01-26,Vermont telegraph (Brandon [Vt.]),"treet from a Letter from John Orvis. dibald Burgess of Hancock, N. H, Pastor of a Mobacratic Church.- A Non Resistant Lynched by two church mem- viz: Joseph Hill, jr. and Nathan Wood Dear Orsons I have long wanted to a line to you. I can sympathize with in your almost single combat, with the rers of darkness. We have met some in New Hampshire, which more fully op the wickedness of the clergy and ches than I have before seen. Sunday H. C. Wright preached ptist house in Hancock, on the' chris in",Vermont,16813_1.txt,,"yes, 94","A pastor was lynched by two church members in Hancock, NH. Also another man was lynched in 1842. ",sn83025661,1842,1,26,seq-3,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16813_1.txt,https://articleextractor.org/pages/16813/vtu_kirby_ver02/sn83025661/1842/01/26/ed-1/seq-3/1
16813_2,1842-01-26,Vermont telegraph (Brandon [Vt.]),"street again. Then he and the seston stood guard at the door. I began to preach repentance to them, as to pirates and murder- ers. They could not stand it, and into the house. Burgess looked on skulked the one person said a word against it. lynching process, and said nor a word. Only",Vermont,16813_2.txt,,"yes, 94",duplicate of paper above,sn83025661,1842,1,26,seq-3,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16813_2.txt,https://articleextractor.org/pages/16813/vtu_kirby_ver02/sn83025661/1842/01/26/ed-1/seq-3/1
16813_3,1842-01-26,Vermont telegraph (Brandon [Vt.]),"ed to say, that Oberlin Perfection and Resistance, are identical. He told his le that they are a cloak for all ungodli- that this was proved from the fact the Oberlinites lynched a young man r pretence of being perfect; and there are at liberty to do anything with in ty. the H afternoon he administered bread",Vermont,16813_3.txt,,"yes, 94",duplicate,sn83025661,1842,1,26,seq-3,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16813_3.txt,https://articleextractor.org/pages/16813/vtu_kirby_ver02/sn83025661/1842/01/26/ed-1/seq-3/1
16822_0,1841-07-29,"The Ohio Democrat (Canal Dover, Oh...)","MORE LYNCH LAW .--- Two men named Couch and Maythe, were lynched at Willi. amstown, Grant county, Ky, last Saturday week, for committing a murderous assault up. on a drover, named Utterbeck, whom they also robbed. The mob went to the jail in which they were confined, took them out by force, carried them to the epot where they had committed the outrage on the drover, and hung them both upon a tree. The mob seeme to have acted with the utmost order in this ehocking tragedy, and even listened with respect to the remonstrance of an eminent law yer against their proceedings. If anything can palliate such an outrage, it was the fact that one of the robbers was a notorious rascal, who had frequently escaped a legal for similar crimes. punishment",Ohio,16822_0.txt,,,"A mob lynched two men named Couch and Maythe near Grant county, Kentucky for assaulting a driver. 1841",sn84028889,1841,7,29,seq-2,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16822_0.txt,https://articleextractor.org/pages/16822/ohi_cousteau_ver02/sn84028889/1841/07/29/ed-1/seq-2/1
16832_0,1841-12-02,"Alexandria gazette (Alexandria, D.C...)","Siscellaneous. From the Natchitoches llerald. TEXAS. Murder -- Lynch Law- Last of the Yoakum Gang. We have been put in possession of the facts M.in relation to this affair, which is one among the last Texas tragedies. Jefferson county, it appears, have long suf lered from their outrages; and from their numbers and total recklessness of character, It seemed impossible to arrest their injuries by the hand of civil power. Cattle had been stolen, robberies committed, and citizens insulted and murdered; but still, whenever any were arrested on the charge, the gang came forward with perjured oaths, and they were acquitted."" Yoakum"" was hardened into the most inveterate degree of crime, and seemed but to reap enjoyment by pursuing the most fiendish acts of robbery and murder. is a most singular instance of the effects of habit. He was a rich and afluent planter, and lived in a sumptuous and most magnificent manner- kept a splendid equippage -- owned over a hundred negroes and large tracts of land- had constantly about a hundred breed ing mares, made a yearly sale of fifteen hundred cattle, and had a large revenue coming other There is no doubt that he was the richest man in Texas. Yet with all this wealth, his disposition to plunder knew no bounds. The case of his death arose from an abortive attempt to murder Mr. Carey of Hous: ton county.- Mr. C. is a highly respectable and wealthy citizen of the town of Houston, and was at the time staying at the residence of Yoa kum. He was suspected of having a large sum of money with him, and Yoakum de- termined that he should be murdered while in bed. The plan was operly managed du ring the day, and everything placed in Less for the commission. Nothing remained read",District of Columbia,16832_0.txt,Yes,"yes, 90","Mob attempted to murder Mr. Carey in Houston, Texas. His slave notified him and he was able to escape. 1841",sn85025007,1841,12,2,seq-1,ed-1,1,students,~/Code/hcij_lynching_phase_two/Storage_Older_Versions/latest_articles_aug23/16832_0.txt,https://articleextractor.org/pages/16832/vi_bees_ver01/sn85025007/1841/12/02/ed-1/seq-1/1
